"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","good_condition","renovated","city"
"8675",396675,2,1,1730,6375,2,0,0,4,6,1730,0,1945,0,98126,47.5357,-122.368,1180,6250,"yes","no","Seattle"
"2053",380000,4,1.75,1720,9600,1,0,0,4,8,1720,0,1969,0,98059,47.4764,-122.155,1660,10720,"yes","no","Renton"
"6627",359000,4,3.5,2770,8763,2,0,0,3,8,2100,670,1996,0,98003,47.2625,-122.308,2030,7242,"yes","no","Federal Way"
"2737",234500,3,1.75,1310,18400,1,0,0,3,7,870,440,1954,0,98168,47.5035,-122.302,1840,10790,"yes","no","Seattle"
"17252",490000,4,2.5,3630,8387,2,0,0,3,10,3630,0,1997,0,98042,47.3623,-122.127,3370,8869,"yes","no","Kent"
"3909",490000,3,2,2370,12196,2,0,0,4,7,2370,0,1970,0,98033,47.6734,-122.176,1380,12196,"yes","no","Kirkland"
"5848",565000,4,2.75,2730,6856,2,0,0,3,8,2730,0,2003,0,98072,47.7739,-122.164,2520,5569,"yes","no","Woodinville"
"18846",570000,5,1.75,2510,9750,1.5,0,0,3,8,2510,0,1969,0,98052,47.6635,-122.149,1900,9750,"yes","no","Redmond"
"8116",333000,4,2,1580,7800,2,0,0,2,6,1580,0,1906,0,98144,47.5848,-122.302,1190,4440,"no","no","Seattle"
"8663",139000,3,1,1100,17334,1,0,0,3,7,1100,0,1978,0,98001,47.3003,-122.27,1530,18694,"yes","no","Auburn"
"4704",299800,4,2.5,2410,4708,2,0,0,3,8,2410,0,2002,0,98092,47.3229,-122.182,2517,5290,"yes","no","Auburn"
"5746",225000,3,1.5,1250,7500,1,0,0,3,7,1250,0,1967,0,98030,47.3719,-122.215,1260,7563,"yes","no","Kent"
"1226",365000,4,2.5,1570,9600,1,0,0,3,7,800,770,1972,0,98155,47.7757,-122.303,1340,9110,"yes","no","Seattle"
"9291",490000,3,1.75,1510,8433,1,0,0,4,7,1220,290,1967,0,98008,47.6226,-122.103,1950,8199,"yes","no","Bellevue"
"19947",829995,5,3.25,3360,6120,2,0,0,3,9,3360,0,2014,0,98074,47.607,-122.053,3230,5398,"yes","no","Sammamish"
"18669",325000,4,1.5,1870,7220,2,0,0,3,7,1870,0,1956,0,98155,47.77,-122.319,1550,7592,"yes","no","Seattle"
"20955",492000,3,2.5,1690,1479,3,0,0,3,8,1420,270,2005,0,98122,47.6022,-122.311,1280,1253,"yes","no","Seattle"
"5903",1029000,4,3.25,3780,11200,2,0,0,3,11,3780,0,2002,0,98059,47.521,-122.15,3720,11813,"yes","no","Renton"
"10536",392500,2,1,1050,4125,1,0,0,4,7,1050,0,1909,0,98144,47.5736,-122.307,1650,4125,"yes","no","Seattle"
"16607",685000,3,1.75,2720,4720,1.5,0,0,4,7,1580,1140,1925,0,98105,47.6691,-122.29,1660,4640,"yes","no","Seattle"
"8513",415000,2,1,880,3200,1,0,0,3,7,880,0,1910,1970,98199,47.6575,-122.402,1880,6000,"yes","yes","Seattle"
"9714",1250000,3,2.75,2780,4815,3,0,2,3,10,2780,0,1974,0,98105,47.6569,-122.286,2820,5000,"yes","no","Seattle"
"18683",525000,3,2.5,1720,7950,1.5,0,0,4,7,1720,0,1972,0,98034,47.7178,-122.168,1790,7030,"yes","no","Kirkland"
"1657",425000,4,2,1330,9188,1.5,0,0,3,7,1330,0,1928,2004,98198,47.401,-122.319,1770,10419,"yes","yes","Seattle"
"9294",327500,3,2.5,2090,12027,2,0,0,3,8,2090,0,1991,0,98031,47.4084,-122.213,2090,12666,"yes","no","Kent"
"15194",450000,3,2.75,1250,892,2,0,0,3,8,1040,210,2010,0,98116,47.5826,-122.387,1250,1296,"yes","no","Seattle"
"13465",790000,3,2.5,2640,432036,1.5,0,3,3,10,2640,0,1996,0,98022,47.1795,-122.036,1500,560617,"yes","no","Enumclaw"
"3345",2075000,4,3.5,4230,20377,2,0,0,3,11,4230,0,1997,0,98004,47.5954,-122.206,3980,20489,"yes","no","Bellevue"
"17487",428000,3,2,1310,2550,1,0,0,3,7,780,530,1986,0,98103,47.6911,-122.35,1460,5100,"yes","no","Seattle"
"8256",370000,3,1.75,1290,10117,1,0,0,3,7,1290,0,1984,0,98072,47.7598,-122.146,1770,11839,"yes","no","Woodinville"
"2768",549950,3,2.5,2160,6288,2,0,0,3,8,2160,0,1996,0,98133,47.7655,-122.35,1830,7600,"yes","no","Seattle"
"1030",543115,2,1,1380,5484,1,0,0,3,8,1030,350,1947,0,98199,47.6382,-122.399,1380,5347,"yes","no","Seattle"
"17667",800000,3,3,2060,3200,2,0,0,3,8,2060,0,1907,1984,98102,47.637,-122.324,1760,2669,"yes","yes","Seattle"
"2222",235000,4,2,1570,9415,2,0,0,4,7,1570,0,1984,0,98092,47.3168,-122.174,1550,8978,"yes","no","Auburn"
"9064",439000,5,3.5,2880,10000,2,0,3,3,8,1980,900,1991,0,98055,47.4874,-122.223,2120,9535,"yes","no","Renton"
"8121",450000,7,4,3150,7800,2,0,0,3,8,3150,0,2013,0,98118,47.5259,-122.279,1880,6000,"yes","no","Seattle"
"19319",279000,4,2.5,1810,13000,1,0,0,4,8,1470,340,1977,0,98022,47.2202,-121.993,1850,13000,"yes","no","Enumclaw"
"5694",294010,3,1.75,1550,4057,1,0,0,3,6,830,720,1945,0,98106,47.5291,-122.351,1100,4116,"yes","no","Seattle"
"15703",500000,4,3,3720,15048,3,0,0,3,7,3720,0,1979,2014,98059,47.5116,-122.144,2020,15180,"yes","yes","Renton"
"16567",345000,3,1.5,1240,11200,1,0,0,4,7,1240,0,1954,0,98006,47.5716,-122.138,1240,11008,"yes","no","Bellevue"
"5866",275000,3,1.5,1390,48257,1,0,0,3,6,1390,0,1922,2013,98024,47.5603,-121.894,1440,45302,"yes","yes","Fall City"
"2754",346950,3,2.5,2040,4348,2,0,0,4,8,2040,0,2006,0,98038,47.3517,-121.999,2380,4348,"yes","no","Maple Valley"
"7160",430000,4,1.75,1570,7650,1,0,0,3,7,1100,470,1975,0,98052,47.6801,-122.106,1580,7650,"yes","no","Redmond"
"2234",875000,5,3.5,3840,8279,2,0,0,3,9,3840,0,2001,0,98074,47.6039,-122.059,3570,8279,"yes","no","Sammamish"
"7898",367000,3,2.25,1400,1320,3,0,2,3,8,1400,0,2006,0,98133,47.7147,-122.356,1490,1449,"yes","no","Seattle"
"16028",301950,3,1.75,1370,9288,1,0,0,4,7,1370,0,1988,0,98059,47.4824,-122.152,1500,9864,"yes","no","Renton"
"2852",534000,5,2,2280,3600,2,0,0,3,7,2280,0,1992,0,98122,47.6056,-122.305,1740,1800,"yes","no","Seattle"
"20646",799000,3,2,2550,4794,2,0,0,3,9,2550,0,2007,0,98115,47.6955,-122.29,1630,5100,"yes","no","Seattle"
"6948",420000,3,1.75,1510,6360,1,0,0,4,7,1510,0,1954,0,98133,47.7321,-122.353,1480,7260,"yes","no","Seattle"
"18908",676000,4,2.5,2800,5368,2,0,0,3,8,2800,0,2003,0,98074,47.6076,-122.053,2790,5368,"yes","no","Sammamish"
"5136",220000,1,1.5,1100,3451,1.5,0,0,4,8,1100,0,1978,0,98198,47.3829,-122.322,1400,4560,"yes","no","Seattle"
"15026",310000,3,2,1290,886,3,0,0,3,7,1290,0,2004,0,98125,47.7161,-122.295,1270,1152,"yes","no","Seattle"
"10336",229900,4,1.75,1550,9899,1,0,0,4,7,1550,0,1967,0,98030,47.3583,-122.183,1500,11272,"yes","no","Kent"
"11476",543000,3,2.5,1540,1256,3,0,0,3,8,1540,0,2004,0,98103,47.6498,-122.346,1500,1350,"yes","no","Seattle"
"13192",380000,4,2.25,1860,7980,1,0,0,4,8,1860,0,1966,0,98058,47.4524,-122.15,1860,8814,"yes","no","Renton"
"19653",274000,3,2.5,1830,2517,2,0,0,3,8,1830,0,2005,0,98055,47.4496,-122.189,1610,2762,"yes","no","Renton"
"8271",374000,3,1.75,1510,18439,1,0,0,3,7,1510,0,1971,0,98027,47.5491,-122.046,1600,34326,"yes","no","Issaquah"
"21270",365000,5,2.75,2410,5003,1,0,0,3,7,1410,1000,2008,0,98118,47.5298,-122.274,1590,5003,"yes","no","Seattle"
"2644",305000,3,1.5,1480,9086,1,0,0,3,7,1480,0,1962,0,98168,47.4717,-122.323,1540,9750,"yes","no","Seattle"
"20305",520000,2,1.75,1340,1368,2,0,0,3,7,1060,280,2006,0,98122,47.618,-122.311,2480,1707,"yes","no","Seattle"
"6421",585000,4,3,3400,5100,2,0,0,3,9,3400,0,2006,0,98038,47.3548,-122.002,3400,5672,"yes","no","Maple Valley"
"17768",2050000,4,3.25,3580,19989,1.5,1,4,4,7,3480,100,1915,1965,98125,47.7087,-122.276,2410,6389,"yes","yes","Seattle"
"17898",985000,4,3.25,4030,36762,2,0,0,3,11,4030,0,1988,0,98077,47.7235,-122.039,4090,40371,"yes","no","Woodinville"
"10817",605000,5,2.75,2910,13332,2,0,0,4,8,2910,0,1940,1991,98146,47.4977,-122.359,1760,8900,"yes","yes","Seattle"
"16459",175000,3,1,1480,8415,1,0,0,3,7,1080,400,1967,0,98188,47.4585,-122.283,1780,8512,"yes","no","Seattle"
"12669",227000,3,1.75,2380,12681,1,0,0,1,6,1380,1000,1918,0,98118,47.5294,-122.279,1720,6377,"no","no","Seattle"
"19118",827000,4,2.5,3230,12100,1,0,0,3,9,1870,1360,1977,0,98006,47.562,-122.146,2670,10200,"yes","no","Bellevue"
"11747",585000,4,2.5,2200,9099,2,0,0,3,8,2200,0,1994,0,98034,47.733,-122.225,2270,8900,"yes","no","Kirkland"
"14458",765000,3,2.5,2310,11993,2,0,0,3,9,2310,0,1988,0,98006,47.5438,-122.139,2830,10031,"yes","no","Bellevue"
"12332",1072500,3,2.25,2890,21480,2,0,4,3,8,1790,1100,1941,1989,98146,47.5027,-122.381,2110,8107,"yes","yes","Seattle"
"17733",565000,4,2,1710,3875,1.5,0,0,4,7,1710,0,1907,0,98122,47.6086,-122.294,1710,3812,"yes","no","Seattle"
"11671",320000,4,1.5,1100,11824,1,0,0,4,7,1100,0,1954,0,98006,47.5704,-122.141,1380,11796,"yes","no","Bellevue"
"12264",450000,3,1.75,1480,8394,1,0,0,4,8,1480,0,1971,0,98052,47.6634,-122.144,1920,9184,"yes","no","Redmond"
"10753",200000,2,1.75,910,2693,1,0,0,3,6,910,0,2003,0,98038,47.3493,-122.025,1360,2693,"yes","no","Maple Valley"
"12474",500000,3,1.75,1530,14633,1,0,0,3,7,1100,430,1977,0,98052,47.6949,-122.119,1780,8100,"yes","no","Redmond"
"13488",295500,3,1.75,1590,41550,1.5,0,0,3,6,1290,300,1933,1989,98168,47.4817,-122.28,2990,6464,"yes","yes","Seattle"
"7840",315000,4,2.5,1950,3225,2,0,0,3,7,1950,0,2002,0,98178,47.5014,-122.226,1980,3225,"yes","no","Seattle"
"3369",613000,4,2,1550,4815,1.5,0,0,3,7,1550,0,1909,0,98103,47.667,-122.336,1680,4013,"yes","no","Seattle"
"16605",250000,3,1,1460,10914,1,0,0,4,7,1460,0,1959,0,98058,47.4511,-122.173,1490,8314,"yes","no","Renton"
"13876",620000,3,2,2460,41343,1,0,0,4,8,2460,0,1988,0,98027,47.5142,-122.021,2500,53885,"yes","no","Issaquah"
"4908",475000,4,2.5,3150,5757,2,0,0,3,9,3150,0,2004,0,98058,47.4568,-122.117,3100,5757,"yes","no","Renton"
"11463",290000,3,1.75,1590,13500,1,0,0,4,7,1090,500,1980,0,98038,47.3621,-122.031,1540,10375,"yes","no","Maple Valley"
"19289",249900,3,2,1310,6738,1,0,0,4,7,1310,0,1990,0,98042,47.3694,-122.083,1290,8067,"yes","no","Kent"
"10481",202000,1,0.75,590,5650,1,0,0,3,6,590,0,1944,0,98118,47.5181,-122.267,980,5650,"yes","no","Seattle"
"18211",255950,3,2.5,1720,3676,2,0,0,3,7,1720,0,1992,0,98031,47.4039,-122.188,1720,3510,"yes","no","Kent"
"17556",545400,3,2,2850,19200,1,0,3,3,8,2340,510,2004,0,98023,47.3378,-122.348,2860,18240,"yes","no","Federal Way"
"700",980000,4,2.25,2240,11034,2,0,0,3,8,2240,0,1976,0,98004,47.5894,-122.195,2300,11550,"yes","no","Bellevue"
"2035",505000,3,2.5,2100,17882,2,0,0,4,8,2100,0,1985,0,98059,47.4754,-122.119,2080,16686,"yes","no","Renton"
"5453",299950,3,1,1580,5250,1,0,0,5,7,1580,0,1954,0,98056,47.4964,-122.168,1180,5940,"yes","no","Renton"
"7770",855000,4,3.5,4030,1024068,2,0,0,3,10,4030,0,2006,0,98045,47.4619,-121.744,1830,11700,"yes","no","North Bend"
"2950",313000,4,1.75,1630,3000,1,0,0,3,7,930,700,1978,0,98144,47.5961,-122.305,1630,3000,"yes","no","Seattle"
"16592",620000,4,2.5,2500,8282,2,0,0,3,9,2500,0,2013,0,98056,47.5127,-122.169,2500,8046,"yes","no","Renton"
"17847",700000,4,1,1470,5450,1.5,0,0,3,7,1470,0,1918,0,98112,47.6458,-122.306,2160,5450,"yes","no","Seattle"
"10353",401000,3,3.25,1770,1977,3,0,0,3,8,1770,0,2001,0,98125,47.7186,-122.314,1860,2210,"yes","no","Seattle"
"14089",335000,3,2.25,1580,16215,1,0,0,4,7,1580,0,1978,0,98024,47.5643,-121.897,1450,16215,"yes","no","Fall City"
"11591",255000,3,1,1250,10094,1,0,0,4,6,1250,0,1927,0,98045,47.4987,-121.781,1300,10094,"yes","no","North Bend"
"15512",266750,3,2.25,1650,10000,2,0,0,3,7,1650,0,1988,0,98198,47.3862,-122.315,1420,10000,"yes","no","Seattle"
"14632",334000,2,1.75,1680,8367,1,0,0,3,6,840,840,1914,0,98115,47.6976,-122.288,1830,6720,"yes","no","Seattle"
"7380",713000,3,2.75,2310,1850,2,0,0,3,10,2020,290,2011,0,98027,47.5304,-122.073,2340,2155,"yes","no","Issaquah"
"17580",415000,3,2.25,1820,9694,1,0,0,3,7,1240,580,1977,0,98074,47.6157,-122.05,1820,9694,"yes","no","Sammamish"
"13838",465000,5,2.25,3020,10010,1,0,0,3,7,1510,1510,1959,0,98027,47.5249,-122.044,1760,10878,"yes","no","Issaquah"
"16490",314500,3,1.75,1700,17355,1,0,0,3,7,1200,500,1978,0,98038,47.3637,-122.057,1900,9528,"yes","no","Maple Valley"
"20314",305000,3,2.5,1320,2480,2,0,0,3,7,1320,0,2005,0,98118,47.536,-122.284,1320,3240,"yes","no","Seattle"
"12419",244900,1,1,620,8261,1,0,0,3,5,620,0,1939,0,98106,47.5138,-122.364,1180,8244,"yes","no","Seattle"
"8816",353750,4,2,1710,7490,2,0,0,3,7,1320,390,1956,0,98166,47.4544,-122.357,1880,7704,"yes","no","Seattle"
"7680",639500,3,1.75,2010,8072,1,0,0,4,8,2010,0,1974,0,98052,47.6327,-122.097,2030,8055,"yes","no","Redmond"
"12355",450000,3,2.5,1670,2589,2,0,0,3,8,1670,0,2000,0,98027,47.5314,-122.047,1670,2897,"yes","no","Issaquah"
"3009",430000,4,2.25,2020,4840,1.5,0,0,5,8,1200,820,1925,0,98126,47.5576,-122.376,1410,4840,"yes","no","Seattle"
"9706",751000,4,2.5,3110,6142,2,0,0,3,9,3110,0,2004,0,98052,47.701,-122.111,3200,6826,"yes","no","Redmond"
"3629",512500,4,1.75,1540,8311,1,0,0,4,7,1540,0,1950,0,98125,47.7046,-122.293,1890,7996,"yes","no","Seattle"
"1264",614000,5,2.5,3150,5150,2,0,0,5,8,1870,1280,1907,2004,98118,47.5506,-122.269,1550,5150,"yes","yes","Seattle"
"3135",395000,4,1.75,1960,7945,1,0,0,4,7,980,980,1946,0,98125,47.7326,-122.291,1290,7945,"yes","no","Seattle"
"16841",540000,2,1.25,1230,1569,2,0,0,3,9,1050,180,2009,0,98112,47.6193,-122.304,1100,1230,"yes","no","Seattle"
"2011",272000,3,2,1380,7476,1,0,0,3,7,1380,0,1989,0,98001,47.3336,-122.272,1600,7227,"yes","no","Auburn"
"15374",762000,3,1.75,2150,2527,2,0,0,4,8,1400,750,1906,0,98103,47.6629,-122.329,1610,3663,"yes","no","Seattle"
"444",350000,3,1.5,1250,219978,1,0,0,4,6,1250,0,1980,0,98038,47.4056,-121.955,1930,210394,"yes","no","Maple Valley"
"3979",350000,3,2.5,2730,7372,2,0,0,3,9,2730,0,1998,0,98023,47.2831,-122.346,2710,8343,"yes","no","Federal Way"
"11443",1125000,6,3,2880,3192,2,0,0,4,8,2180,700,1919,0,98103,47.6506,-122.332,1870,4533,"yes","no","Seattle"
"6747",204555,3,1.75,1260,15000,1.5,0,0,4,7,1260,0,1983,0,98092,47.2737,-122.153,2400,21715,"yes","no","Auburn"
"5626",235000,2,1,880,5600,1,0,0,5,7,880,0,1955,0,98178,47.5071,-122.265,1240,7015,"yes","no","Seattle"
"21611",402101,2,0.75,1020,1350,2,0,0,3,7,1020,0,2009,0,98144,47.5944,-122.299,1020,2007,"yes","no","Seattle"
"5040",235000,3,1.5,1660,8738,1,0,0,4,7,1080,580,1959,0,98002,47.3117,-122.208,1500,8466,"yes","no","Auburn"
"15173",619100,3,1.75,1870,7030,1,0,0,3,7,1870,0,1977,0,98033,47.6999,-122.17,1820,7500,"yes","no","Kirkland"
"11974",760000,4,2.5,2850,11000,2,0,0,3,8,2850,0,1998,0,98052,47.6759,-122.161,1720,11000,"yes","no","Redmond"
"8614",565000,4,2.5,2980,10459,2,0,0,3,9,2980,0,2001,0,98019,47.7354,-121.974,2920,7700,"yes","no","Duvall"
"2285",250000,4,2,1960,7560,1,0,0,5,7,1160,800,1978,0,98031,47.4081,-122.178,1950,7560,"yes","no","Kent"
"14449",290700,3,2.5,1670,6666,2,0,0,4,7,1670,0,1992,0,98038,47.3488,-122.033,1370,6170,"yes","no","Maple Valley"
"11506",250000,1,1,800,16306,1,0,0,2,6,680,120,1931,0,98168,47.4916,-122.308,1270,8666,"no","no","Seattle"
"14058",365000,3,2.25,2430,7614,1.5,0,0,3,8,1900,530,1979,0,98056,47.5065,-122.191,1720,11250,"yes","no","Renton"
"13151",260000,4,2.5,1990,6671,2,0,0,3,7,1990,0,1989,0,98023,47.3078,-122.358,1862,6566,"yes","no","Federal Way"
"18278",625000,4,1,1600,5500,1.5,0,0,4,7,1600,0,1946,0,98117,47.6983,-122.393,1900,5500,"yes","no","Seattle"
"3132",759000,3,2.75,1960,6390,1.5,0,2,5,8,1960,0,1900,0,98122,47.6032,-122.285,2440,5870,"yes","no","Seattle"
"10008",950000,4,2.25,2620,10920,1,0,0,3,9,2620,0,1965,0,98005,47.6117,-122.164,2370,11907,"yes","no","Bellevue"
"1722",360400,3,2.5,1630,11592,2,0,0,3,8,1630,0,1987,0,98011,47.7574,-122.228,1700,8850,"yes","no","Bothell"
"1905",1045000,4,3,2790,3600,2,0,0,3,8,1880,910,1905,2013,98119,47.6362,-122.363,1360,3600,"yes","yes","Seattle"
"389",403950,4,2.5,2120,13780,2,0,0,3,8,2120,0,1993,0,98146,47.4987,-122.365,1880,12000,"yes","no","Seattle"
"1766",390000,4,1.75,2330,8364,1,0,0,4,8,2330,0,1968,0,98058,47.4568,-122.146,2180,9630,"yes","no","Renton"
"16636",705000,4,2.25,2620,10536,1,0,0,3,8,1520,1100,1979,0,98075,47.5847,-122.075,2760,12431,"yes","no","Sammamish"
"16333",257000,3,2.5,1740,3721,2,0,0,3,8,1740,0,2009,0,98002,47.3363,-122.213,2030,3794,"yes","no","Auburn"
"13046",435000,3,1.5,1740,6988,1,0,0,3,7,1600,140,1950,0,98133,47.7211,-122.33,1650,7500,"yes","no","Seattle"
"5493",200000,4,2.75,2210,13235,2,0,0,3,8,1730,480,1988,0,98003,47.3541,-122.303,1750,7542,"yes","no","Federal Way"
"9764",265500,3,2.5,1450,8977,1,0,0,3,8,1450,0,1990,0,98092,47.2576,-122.214,2410,8850,"yes","no","Auburn"
"4602",535000,2,1,980,4120,1,0,0,3,7,830,150,1950,2014,98115,47.6815,-122.291,1760,4120,"yes","yes","Seattle"
"10456",415000,4,2.25,2520,8000,1,0,2,3,8,1680,840,1970,0,98023,47.3202,-122.383,2300,8000,"yes","no","Federal Way"
"12994",180000,3,1,1610,8500,1.5,0,0,3,7,1610,0,1959,0,98032,47.3717,-122.297,1070,8750,"yes","no","Kent"
"19761",292000,4,3,1984,4460,2,0,0,3,7,1984,0,2012,0,98002,47.3532,-122.211,2095,3402,"yes","no","Auburn"
"8272",292000,2,1,880,5500,1,0,0,3,6,880,0,1904,0,98118,47.5573,-122.289,1080,5500,"yes","no","Seattle"
"15548",910000,3,2,2700,6120,1,0,0,4,8,1350,1350,1962,0,98115,47.6731,-122.327,1700,4590,"yes","no","Seattle"
"15802",310000,4,2,1870,6000,1.5,0,0,3,7,1870,0,1956,0,98125,47.7155,-122.315,1520,7169,"yes","no","Seattle"
"556",725000,4,2.5,2990,29170,2,0,3,3,9,2990,0,1999,0,98059,47.5146,-122.117,3715,29170,"yes","no","Renton"
"8383",288000,3,2.25,1560,9706,1,0,0,4,7,1560,0,1963,0,98002,47.3191,-122.213,1510,9706,"yes","no","Auburn"
"14787",255000,3,2.5,1720,6200,2,0,0,3,7,1720,0,2014,0,98022,47.2137,-121.989,1710,9520,"yes","no","Enumclaw"
"3988",202000,1,1,590,833,1,0,0,4,7,590,0,1926,0,98122,47.6082,-122.299,780,1617,"yes","no","Seattle"
"16200",1285000,3,2.25,2440,9200,1,0,1,4,8,2440,0,1950,0,98105,47.6629,-122.269,2750,6211,"yes","no","Seattle"
"485",1385000,4,3.25,4860,181319,2.5,0,0,3,9,4860,0,1993,0,98074,47.6179,-122.005,3850,181319,"yes","no","Sammamish"
"2839",590000,3,2.25,2210,5742,1,0,0,3,8,1460,750,1951,0,98115,47.6891,-122.318,1900,4590,"yes","no","Seattle"
"11035",998500,3,1.75,2140,4800,2,0,0,3,8,1690,450,1905,0,98112,47.6311,-122.312,2440,4800,"yes","no","Seattle"
"2844",478000,3,1,1440,7107,1,0,0,4,7,1000,440,1980,0,98052,47.6968,-122.124,1540,7140,"yes","no","Redmond"
"16396",361500,3,1.75,1070,9000,1,0,0,4,7,1070,0,1978,0,98052,47.6984,-122.132,1700,8400,"yes","no","Redmond"
"4196",470000,4,1,2590,18224,1.5,0,0,4,7,2000,590,1911,0,98118,47.5318,-122.286,1800,7080,"yes","no","Seattle"
"6072",175000,2,1,670,2378,1,0,0,3,5,670,0,1919,0,98126,47.5769,-122.372,700,2970,"yes","no","Seattle"
"459",578000,4,2.5,3140,9225,1,0,2,5,9,1770,1370,1966,0,98055,47.4904,-122.226,2460,9600,"yes","no","Renton"
"12873",3100000,6,4.25,6980,15682,3,0,4,4,12,5330,1650,1999,0,98040,47.5552,-122.231,3930,18367,"yes","no","Mercer Island"
"18350",570000,4,1,1490,6000,1.5,0,0,3,7,1490,0,1918,0,98136,47.5518,-122.385,1700,6000,"yes","no","Seattle"
"19619",451000,2,1,900,6000,1,0,0,3,7,900,0,1944,2004,98115,47.6855,-122.289,1460,4800,"yes","yes","Seattle"
"2766",420000,4,2.25,2030,12000,2,0,0,3,7,2030,0,1977,0,98011,47.7699,-122.168,2190,9900,"yes","no","Bothell"
"7679",299900,3,1.75,1730,9893,1,0,0,4,9,1730,0,1988,0,98042,47.3747,-122.164,2120,9108,"yes","no","Kent"
"18146",475000,3,2.25,1580,8659,1,0,0,4,7,1220,360,1961,0,98011,47.7599,-122.215,1970,9650,"yes","no","Bothell"
"11737",303000,3,2.75,1850,8820,2,0,0,4,8,1850,0,1993,0,98022,47.1928,-122.01,1850,8651,"yes","no","Enumclaw"
"4727",760000,4,2.5,2730,36183,2,0,0,3,9,2730,0,1986,0,98052,47.7036,-122.127,2710,5964,"yes","no","Redmond"
"11846",255000,4,2.25,1680,3179,2,0,0,3,8,1680,0,2002,0,98092,47.3258,-122.186,1678,3590,"yes","no","Auburn"
"4729",248500,4,1.75,1720,10018,1,0,0,5,7,1720,0,1960,0,98042,47.3614,-122.119,1220,10018,"yes","no","Kent"
"6667",463000,2,1,1250,5650,2,0,1,4,7,1250,0,1943,0,98126,47.5495,-122.377,1210,5650,"yes","no","Seattle"
"6991",430000,3,1.75,1720,15225,1,0,0,4,7,1020,700,1970,0,98075,47.579,-122.051,1860,13588,"yes","no","Sammamish"
"1326",110000,2,1,830,7590,1,0,0,2,6,830,0,1943,0,98166,47.4784,-122.335,980,7590,"no","no","Seattle"
"12070",404500,2,2,1320,3060,1.5,0,0,4,6,1320,0,1910,0,98118,47.5643,-122.284,1410,3264,"yes","no","Seattle"
"11843",199950,5,2.5,1740,8750,1,0,0,4,7,1740,0,1959,0,98198,47.3904,-122.299,1740,8750,"yes","no","Seattle"
"1911",400000,2,1,880,5111,1,0,0,3,6,880,0,1931,0,98115,47.6997,-122.314,1370,5111,"yes","no","Seattle"
"5825",386000,4,2.25,2050,9583,2,0,2,3,8,1770,280,1965,0,98198,47.3978,-122.313,2230,9730,"yes","no","Seattle"
"14092",152000,2,1,700,13500,1,0,0,3,4,700,0,1920,0,98031,47.3882,-122.208,1600,10124,"yes","no","Kent"
"11848",494500,4,3,3760,8804,2,0,0,3,8,2470,1290,2002,0,98056,47.5161,-122.191,1960,7225,"yes","no","Renton"
"9295",826000,2,1,1060,6120,1,0,0,3,7,1060,0,1908,0,98103,47.6739,-122.329,1730,4080,"yes","no","Seattle"
"20096",335000,3,2.5,1150,683,2,0,0,3,7,1150,0,2013,0,98027,47.5323,-122.071,1150,755,"yes","no","Issaquah"
"9017",229000,3,2,1540,6000,1,0,0,4,6,1540,0,1953,0,98155,47.7372,-122.307,1490,8213,"yes","no","Seattle"
"6706",657000,5,2.5,2530,10190,1,0,0,4,7,1290,1240,1960,0,98008,47.616,-122.115,2040,8560,"yes","no","Bellevue"
"10219",305000,2,1.5,800,2142,2,0,0,3,7,800,0,2006,0,98144,47.5917,-122.297,1320,2742,"yes","no","Seattle"
"10724",238000,3,1.5,1360,7488,1,0,0,4,7,1050,310,1975,0,98001,47.3314,-122.275,1580,7508,"yes","no","Auburn"
"20076",428900,4,2.5,2598,5553,2,0,0,3,9,2598,0,2014,0,98092,47.3412,-122.178,2502,4900,"yes","no","Auburn"
"8812",750000,3,1.75,1700,8400,1,0,0,3,8,1460,240,1947,0,98199,47.6534,-122.415,2010,7000,"yes","no","Seattle"
"5713",472000,5,2.25,1780,7245,1,0,0,4,8,1330,450,1976,0,98052,47.6946,-122.12,1780,7653,"yes","no","Redmond"
"135",675000,4,3.5,2140,2278,3,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,"yes","no","Seattle"
"3285",725000,4,3.25,3940,27591,2,0,3,3,9,3440,500,2000,0,98059,47.5157,-122.116,3420,29170,"yes","no","Renton"
"8792",550000,3,2.5,3070,14400,1,0,3,5,9,1720,1350,1985,0,98198,47.3716,-122.321,2020,18211,"yes","no","Seattle"
"7055",465000,3,1,1210,4872,1,0,0,4,6,1210,0,1949,0,98118,47.5551,-122.273,1070,4872,"yes","no","Seattle"
"11615",311000,4,2.5,1975,8734,2,0,0,3,7,1975,0,1996,0,98038,47.363,-122.034,1975,8538,"yes","no","Maple Valley"
"8800",975000,4,3.5,3130,52322,2,0,0,3,9,2430,700,2011,0,98005,47.5932,-122.159,3200,5820,"yes","no","Bellevue"
"2751",352000,4,2.5,1252,25002,1,0,0,3,8,992,260,1996,0,98001,47.3216,-122.291,1860,25002,"yes","no","Auburn"
"14321",495000,4,2.5,2370,15336,2,0,0,3,8,2370,0,1995,0,98024,47.5633,-121.901,2110,15925,"yes","no","Fall City"
"20752",1079000,5,3.5,3740,5610,2,0,0,3,9,2860,880,2014,0,98117,47.6764,-122.392,1520,4590,"yes","no","Seattle"
